away,home,start_dt,away_score,home_score,over_under
Atlanta Braves,San Francisco Giants,2013-05-10 21:15:00-04:00,2,8,6.5
Cleveland Indians,Detroit Tigers,2013-05-10 18:05:00-04:00,4,10,8.5
Los Angeles Angels,Chicago White Sox,2013-05-10 19:10:00-04:00,7,5,8.5
Oakland Athletics,Seattle Mariners,2013-05-10 21:10:00-04:00,3,6,7.0
San Diego Padres,Tampa Bay Rays,2013-05-10 18:10:00-04:00,3,6,8.0
Colorado Rockies,St. Louis Cardinals,2013-05-11 13:15:00-04:00,0,3,7.5
Atlanta Braves,San Francisco Giants,2013-05-11 15:05:00-04:00,1,10,7.0
Philadelphia Phillies,Arizona Diamondbacks,2013-05-11 19:10:00-04:00,3,1,8.0
Cleveland Indians,Detroit Tigers,2013-05-11 18:05:00-04:00,7,6,8.0
New York Yankees,Kansas City Royals,2013-05-11 18:10:00-04:00,3,2,7.5
Los Angeles Angels,Chicago White Sox,2013-05-11 18:10:00-04:00,3,2,8.5
Pittsburgh Pirates,New York Mets,2013-05-11 12:10:00-04:00,11,2,7.5
Chicago Cubs,Washington Nationals,2013-05-11 15:05:00-04:00,8,2,7.0
Milwaukee Brewers,Cincinnati Reds,2013-05-11 15:10:00-04:00,7,13,7.5
Miami Marlins,Los Angeles Dodgers,2013-05-11 20:10:00-04:00,1,7,7.0
Toronto Blue Jays,Boston Red Sox,2013-05-11 12:35:00-04:00,3,2,9.5
Baltimore Orioles,Minnesota Twins,2013-05-11 18:10:00-04:00,5,8,8.5
San Diego Padres,Tampa Bay Rays,2013-05-11 17:10:00-04:00,7,8,8.0
Pittsburgh Pirates,New York Mets,2013-05-12 12:10:00-04:00,3,2,7.0
Colorado Rockies,St. Louis Cardinals,2013-05-12 13:15:00-04:00,8,2,7.5
Miami Marlins,Los Angeles Dodgers,2013-05-12 15:10:00-04:00,3,5,8.0
Toronto Blue Jays,Boston Red Sox,2013-05-12 12:35:00-04:00,12,4,9.5
Baltimore Orioles,Minnesota Twins,2013-05-12 13:10:00-04:00,6,0,8.0
Milwaukee Brewers,Cincinnati Reds,2013-05-12 12:10:00-04:00,1,5,8.5
Chicago Cubs,Washington Nationals,2013-05-12 12:35:00-04:00,2,1,7.5
Atlanta Braves,San Francisco Giants,2013-05-12 15:05:00-04:00,1,5,7.5
Philadelphia Phillies,Arizona Diamondbacks,2013-05-12 15:10:00-04:00,4,2,8.5
Cleveland Indians,Detroit Tigers,2013-05-12 12:05:00-04:00,4,3,9.0
New York Yankees,Kansas City Royals,2013-05-12 13:10:00-04:00,4,2,7.0
Los Angeles Angels,Chicago White Sox,2013-05-12 19:05:00-04:00,0,3,7.5
San Diego Padres,Tampa Bay Rays,2013-05-12 12:40:00-04:00,2,4,8.5
New York Mets,St. Louis Cardinals,2013-05-13 18:05:00-04:00,3,6,8.0
Texas Rangers,Oakland Athletics,2013-05-13 21:05:00-04:00,1,5,8.0
New York Yankees,Cleveland Indians,2013-05-13 11:05:00-04:00,0,1,8.0
Milwaukee Brewers,Pittsburgh Pirates,2013-05-13 18:05:00-04:00,5,1,7.0
Colorado Rockies,Chicago Cubs,2013-05-13 19:05:00-04:00,1,9,8.0
Houston Astros,Detroit Tigers,2013-05-13 18:05:00-04:00,2,7,8.0
Kansas City Royals,Los Angeles Angels,2013-05-13 21:05:00-04:00,11,4,9.0
New York Yankees,Cleveland Indians,2013-05-13 14:10:00-04:00,7,0,8.5
Milwaukee Brewers,Pittsburgh Pirates,2013-05-16 18:05:00-04:00,1,7,8.5
San Francisco Giants,Colorado Rockies,2013-05-16 19:40:00-04:00,8,6,9.5
Boston Red Sox,Tampa Bay Rays,2013-05-16 18:10:00-04:00,4,3,8.0
Chicago White Sox,Los Angeles Angels,2013-05-16 21:05:00-04:00,5,4,8.0
New York Mets,St. Louis Cardinals,2013-05-16 12:45:00-04:00,5,2,7.5
Seattle Mariners,New York Yankees,2013-05-16 18:05:00-04:00,3,2,9.0
Detroit Tigers,Texas Rangers,2013-05-16 19:05:00-04:00,4,10,7.5
Cincinnati Reds,Philadelphia Phillies,2013-05-17 18:05:00-04:00,3,5,7.0
Los Angeles Dodgers,Atlanta Braves,2013-05-17 18:30:00-04:00,5,8,7.0
Toronto Blue Jays,New York Yankees,2013-05-17 18:05:00-04:00,0,5,8.5
Detroit Tigers,Texas Rangers,2013-05-17 19:05:00-04:00,2,1,10.5
Milwaukee Brewers,St. Louis Cardinals,2013-05-17 19:15:00-04:00,6,7,8.5
Seattle Mariners,Cleveland Indians,2013-05-17 18:05:00-04:00,3,6,9.0
Tampa Bay Rays,Baltimore Orioles,2013-05-17 18:05:00-04:00,12,10,9.0
Chicago White Sox,Los Angeles Angels,2013-05-17 21:05:00-04:00,3,0,7.0
Houston Astros,Pittsburgh Pirates,2013-05-17 18:05:00-04:00,4,5,8.5
Los Angeles Dodgers,Atlanta Braves,2013-05-18 18:10:00-04:00,1,3,7.5
Toronto Blue Jays,New York Yankees,2013-05-18 12:05:00-04:00,2,7,8.5
Chicago White Sox,Los Angeles Angels,2013-05-18 15:05:00-04:00,9,12,8.5
New York Mets,Chicago Cubs,2013-05-18 12:05:00-04:00,2,8,8.5
Milwaukee Brewers,St. Louis Cardinals,2013-05-18 18:15:00-04:00,6,4,8.0
Seattle Mariners,Cleveland Indians,2013-05-18 12:05:00-04:00,4,5,8.5
Tampa Bay Rays,Baltimore Orioles,2013-05-18 15:05:00-04:00,10,6,9.0
Kansas City Royals,Oakland Athletics,2013-05-18 20:05:00-04:00,1,2,7.0
Houston Astros,Pittsburgh Pirates,2013-05-18 18:05:00-04:00,4,2,7.5
Washington Nationals,San Francisco Giants,2013-05-20 21:15:00-04:00,0,8,8.0
Seattle Mariners,Cleveland Indians,2013-05-20 11:05:00-04:00,8,10,8.0
Tampa Bay Rays,Toronto Blue Jays,2013-05-20 12:05:00-04:00,5,7,9.0
Oakland Athletics,Texas Rangers,2013-05-20 19:05:00-04:00,9,2,10.5
Minnesota Twins,Atlanta Braves,2013-05-20 18:10:00-04:00,1,5,8.5
Washington Nationals,Atlanta Braves,2013-06-02 12:35:00-04:00,3,6,8.0
Milwaukee Brewers,Philadelphia Phillies,2013-06-02 12:35:00-04:00,5,7,8.0
Kansas City Royals,Texas Rangers,2013-06-02 14:05:00-04:00,1,3,8.0
Chicago White Sox,Oakland Athletics,2013-06-02 15:05:00-04:00,0,2,7.0
San Francisco Giants,St. Louis Cardinals,2013-06-02 13:15:00-04:00,4,2,8.0
Los Angeles Dodgers,Colorado Rockies,2013-06-02 15:10:00-04:00,2,7,9.75
Tampa Bay Rays,Cleveland Indians,2013-06-02 12:05:00-04:00,11,3,9.0
Seattle Mariners,Minnesota Twins,2013-06-02 13:10:00-04:00,0,10,8.5
Houston Astros,Los Angeles Angels,2013-06-02 14:35:00-04:00,5,4,8.5
Boston Red Sox,New York Yankees,2013-06-02 19:05:00-04:00,3,0,7.5
Toronto Blue Jays,San Diego Padres,2013-06-02 21:10:00-04:00,7,4,8.5
Pittsburgh Pirates,Atlanta Braves,2013-06-03 18:10:00-04:00,2,7,7.0
Arizona Diamondbacks,St. Louis Cardinals,2013-06-03 19:15:00-04:00,1,7,7.5
Houston Astros,Los Angeles Angels,2013-06-03 21:05:00-04:00,2,1,8.5
Miami Marlins,Philadelphia Phillies,2013-06-03 18:05:00-04:00,2,7,7.5
Colorado Rockies,Cincinnati Reds,2013-06-03 18:10:00-04:00,0,3,8.5
San Diego Padres,Los Angeles Dodgers,2013-06-03 21:10:00-04:00,1,2,7.5
Cleveland Indians,New York Yankees,2013-06-03 18:05:00-04:00,4,7,8.5
Chicago White Sox,Seattle Mariners,2013-06-03 21:10:00-04:00,2,4,7.0
Oakland Athletics,Milwaukee Brewers,2013-06-03 19:10:00-04:00,10,2,9.0
Miami Marlins,Philadelphia Phillies,2013-06-05 12:05:00-04:00,1,6,7.5
Colorado Rockies,Cincinnati Reds,2013-06-05 18:10:00-04:00,12,4,9.0
San Diego Padres,Los Angeles Dodgers,2013-06-05 21:10:00-04:00,6,2,6.5
Cleveland Indians,New York Yankees,2013-06-05 12:05:00-04:00,4,6,8.0
Tampa Bay Rays,Detroit Tigers,2013-06-05 18:05:00-04:00,3,0,8.0
Minnesota Twins,Kansas City Royals,2013-06-05 19:10:00-04:00,1,4,8.5
Toronto Blue Jays,San Francisco Giants,2013-06-05 14:45:00-04:00,4,0,7.5
Pittsburgh Pirates,Atlanta Braves,2013-06-05 11:10:00-04:00,0,5,7.5
New York Mets,Washington Nationals,2013-06-05 18:05:00-04:00,10,1,7.5
Arizona Diamondbacks,St. Louis Cardinals,2013-06-05 19:15:00-04:00,10,3,8.0
Chicago White Sox,Seattle Mariners,2013-06-05 14:40:00-04:00,7,5,7.0
Texas Rangers,Boston Red Sox,2013-06-05 18:10:00-04:00,3,2,9.0
Chicago Cubs,Los Angeles Angels,2013-06-05 18:05:00-04:00,8,6,7.5
Pittsburgh Pirates,Chicago Cubs,2013-06-08 15:05:00-04:00,6,2,7.0
Philadelphia Phillies,Milwaukee Brewers,2013-06-08 18:15:00-04:00,3,4,8.5
Cleveland Indians,Detroit Tigers,2013-06-08 15:05:00-04:00,4,6,9.5
Baltimore Orioles,Tampa Bay Rays,2013-06-08 15:10:00-04:00,0,8,8.5
Houston Astros,Kansas City Royals,2013-06-08 18:15:00-04:00,2,7,8.5
Miami Marlins,New York Mets,2013-06-08 12:10:00-04:00,2,1,6.5
St. Louis Cardinals,Cincinnati Reds,2013-06-08 18:15:00-04:00,2,4,8.5
San Diego Padres,Colorado Rockies,2013-06-08 18:15:00-04:00,4,2,10.5
Los Angeles Angels,Boston Red Sox,2013-06-08 18:15:00-04:00,2,7,8.5
Minnesota Twins,Washington Nationals,2013-06-08 15:05:00-04:00,4,3,7.5
Los Angeles Angels,Boston Red Sox,2013-06-08 12:05:00-04:00,9,5,10.5
New York Yankees,Oakland Athletics,2013-06-11 21:05:00-04:00,4,6,7.0
San Francisco Giants,Pittsburgh Pirates,2013-06-11 18:05:00-04:00,2,8,7.5
Washington Nationals,Colorado Rockies,2013-06-11 19:40:00-04:00,3,8,11.0
Arizona Diamondbacks,Los Angeles Dodgers,2013-06-11 21:10:00-04:00,3,5,7.0
Los Angeles Angels,Baltimore Orioles,2013-06-11 18:05:00-04:00,2,3,9.5
Cleveland Indians,Texas Rangers,2013-06-11 19:05:00-04:00,5,2,9.5
Toronto Blue Jays,Chicago White Sox,2013-06-11 19:10:00-04:00,7,5,9.5
Houston Astros,Seattle Mariners,2013-06-11 21:10:00-04:00,0,4,7.0
Milwaukee Brewers,Cincinnati Reds,2013-06-14 18:10:00-04:00,3,4,8.0
Philadelphia Phillies,Colorado Rockies,2013-06-14 19:40:00-04:00,8,7,9.5
Kansas City Royals,Tampa Bay Rays,2013-06-14 18:10:00-04:00,7,2,8.0
New York Yankees,Los Angeles Angels,2013-06-14 21:05:00-04:00,2,5,8.0
Los Angeles Dodgers,Pittsburgh Pirates,2013-06-14 18:05:00-04:00,0,3,8.0
Chicago Cubs,New York Mets,2013-06-14 18:10:00-04:00,6,3,7.5
San Francisco Giants,Atlanta Braves,2013-06-14 18:35:00-04:00,6,0,7.0
Arizona Diamondbacks,San Diego Padres,2013-06-14 21:10:00-04:00,1,2,7.0
Boston Red Sox,Baltimore Orioles,2013-06-14 18:05:00-04:00,0,2,9.5
Toronto Blue Jays,Texas Rangers,2013-06-14 19:05:00-04:00,8,0,9.5
Seattle Mariners,Oakland Athletics,2013-06-14 21:05:00-04:00,3,2,7.5
Washington Nationals,Cleveland Indians,2013-06-14 18:05:00-04:00,1,2,7.5
New York Mets,Atlanta Braves,2013-06-18 18:10:00-04:00,6,1,7.0
Chicago Cubs,St. Louis Cardinals,2013-06-18 19:15:00-04:00,4,2,7.0
San Diego Padres,San Francisco Giants,2013-06-18 21:15:00-04:00,4,5,6.5
Tampa Bay Rays,Boston Red Sox,2013-06-18 19:05:00-04:00,1,3,10.0
Chicago White Sox,Minnesota Twins,2013-06-18 19:10:00-04:00,5,7,8.5
New York Mets,Atlanta Braves,2013-06-18 12:10:00-04:00,4,3,7.0
Washington Nationals,Philadelphia Phillies,2013-06-18 18:05:00-04:00,2,4,7.0
Pittsburgh Pirates,Cincinnati Reds,2013-06-18 18:10:00-04:00,4,0,8.5
Miami Marlins,Arizona Diamondbacks,2013-06-18 20:40:00-04:00,2,3,8.5
Baltimore Orioles,Detroit Tigers,2013-06-18 18:05:00-04:00,5,2,8.0
Oakland Athletics,Texas Rangers,2013-06-18 19:05:00-04:00,6,2,8.0
Seattle Mariners,Los Angeles Angels,2013-06-18 21:05:00-04:00,3,2,9.0
Colorado Rockies,Toronto Blue Jays,2013-06-18 18:05:00-04:00,3,8,9.0
Tampa Bay Rays,Boston Red Sox,2013-06-18 12:05:00-04:00,1,5,10.0
New York Mets,Philadelphia Phillies,2013-06-21 18:05:00-04:00,4,3,7.5
Miami Marlins,San Francisco Giants,2013-06-21 21:15:00-04:00,6,3,7.0
Tampa Bay Rays,New York Yankees,2013-06-21 18:05:00-04:00,2,6,9.0
Boston Red Sox,Detroit Tigers,2013-06-21 18:05:00-04:00,10,6,8.5
Chicago White Sox,Kansas City Royals,2013-06-21 19:10:00-04:00,9,1,8.5
Texas Rangers,St. Louis Cardinals,2013-06-21 19:15:00-04:00,6,4,8.0
Colorado Rockies,Washington Nationals,2013-06-21 18:05:00-04:00,1,2,7.0
Baltimore Orioles,Toronto Blue Jays,2013-06-21 18:05:00-04:00,6,7,9.0
Minnesota Twins,Cleveland Indians,2013-06-21 18:05:00-04:00,1,5,9.0
Oakland Athletics,Seattle Mariners,2013-06-21 21:10:00-04:00,6,3,6.5
Houston Astros,Chicago Cubs,2013-06-21 13:20:00-04:00,1,3,10.0
Pittsburgh Pirates,Los Angeles Angels,2013-06-21 21:05:00-04:00,5,2,7.5
New York Mets,Philadelphia Phillies,2013-06-22 15:05:00-04:00,7,8,9.0
Los Angeles Dodgers,San Diego Padres,2013-06-22 18:15:00-04:00,6,1,7.5
Chicago White Sox,Kansas City Royals,2013-06-22 13:10:00-04:00,3,2,8.5
Boston Red Sox,Detroit Tigers,2013-06-22 18:15:00-04:00,3,10,9.0
Texas Rangers,St. Louis Cardinals,2013-06-22 18:15:00-04:00,4,2,8.0
Colorado Rockies,Washington Nationals,2013-06-22 11:05:00-04:00,7,1,8.0
Miami Marlins,San Francisco Giants,2013-06-22 15:05:00-04:00,1,2,7.5
Cincinnati Reds,Arizona Diamondbacks,2013-06-22 18:15:00-04:00,3,4,8.0
Tampa Bay Rays,New York Yankees,2013-06-22 12:05:00-04:00,5,7,8.0
Minnesota Twins,Cleveland Indians,2013-06-22 18:15:00-04:00,7,8,9.0
Houston Astros,Chicago Cubs,2013-06-22 15:05:00-04:00,4,3,9.5
Pittsburgh Pirates,Los Angeles Angels,2013-06-22 21:05:00-04:00,6,1,7.5
Chicago Cubs,Milwaukee Brewers,2013-06-25 19:10:00-04:00,3,9,8.0
Philadelphia Phillies,San Diego Padres,2013-06-25 21:10:00-04:00,6,2,7.5
Cleveland Indians,Baltimore Orioles,2013-06-25 18:05:00-04:00,3,6,9.5
Colorado Rockies,Boston Red Sox,2013-06-25 18:10:00-04:00,4,11,10.5
Cincinnati Reds,Oakland Athletics,2013-06-25 21:05:00-04:00,3,7,7.5
Arizona Diamondbacks,Washington Nationals,2013-06-25 18:05:00-04:00,5,7,7.5
San Francisco Giants,Los Angeles Dodgers,2013-06-25 21:10:00-04:00,5,6,7.5
Los Angeles Angels,Detroit Tigers,2013-06-25 18:05:00-04:00,14,8,9.5
Toronto Blue Jays,Tampa Bay Rays,2013-06-25 18:10:00-04:00,1,5,8.0
Minnesota Twins,Miami Marlins,2013-06-25 18:10:00-04:00,2,4,7.0
Atlanta Braves,Kansas City Royals,2013-06-25 19:10:00-04:00,4,3,8.0
New York Mets,Chicago White Sox,2013-06-25 19:10:00-04:00,4,5,7.5
Chicago Cubs,Milwaukee Brewers,2013-06-26 19:10:00-04:00,5,4,8.5
San Francisco Giants,Los Angeles Dodgers,2013-06-26 21:10:00-04:00,2,4,6.5
Toronto Blue Jays,Tampa Bay Rays,2013-06-26 11:10:00-04:00,3,0,8.5
Los Angeles Angels,Detroit Tigers,2013-06-26 18:05:00-04:00,7,4,10.0
Cincinnati Reds,Oakland Athletics,2013-06-26 14:35:00-04:00,0,5,7.5
Colorado Rockies,Boston Red Sox,2013-06-26 15:05:00-04:00,3,5,9.5
New York Mets,Chicago White Sox,2013-06-26 19:10:00-04:00,3,0,8.5
Arizona Diamondbacks,Washington Nationals,2013-06-26 18:05:00-04:00,2,3,7.5
Cleveland Indians,Baltimore Orioles,2013-06-26 18:05:00-04:00,4,3,9.5
Texas Rangers,New York Yankees,2013-06-26 18:05:00-04:00,8,5,9.0
Minnesota Twins,Miami Marlins,2013-06-26 11:40:00-04:00,3,5,8.0
Pittsburgh Pirates,Seattle Mariners,2013-06-26 14:40:00-04:00,4,2,6.5
San Diego Padres,Miami Marlins,2013-06-28 18:10:00-04:00,9,2,7.5
Arizona Diamondbacks,Atlanta Braves,2013-06-28 18:30:00-04:00,0,3,8.0
Philadelphia Phillies,Los Angeles Dodgers,2013-06-28 21:10:00-04:00,16,1,8.0
New York Yankees,Baltimore Orioles,2013-06-28 18:05:00-04:00,3,4,8.5
Cleveland Indians,Chicago White Sox,2013-06-28 19:10:00-04:00,9,8,9.0
St. Louis Cardinals,Oakland Athletics,2013-06-28 21:05:00-04:00,1,6,7.5
Milwaukee Brewers,Pittsburgh Pirates,2013-06-28 18:05:00-04:00,3,10,8.0
Washington Nationals,New York Mets,2013-06-28 18:10:00-04:00,6,4,6.5
San Francisco Giants,Colorado Rockies,2013-06-28 19:40:00-04:00,1,4,10.5
Toronto Blue Jays,Boston Red Sox,2013-06-28 18:10:00-04:00,5,7,10.0
Cincinnati Reds,Texas Rangers,2013-06-28 19:05:00-04:00,0,4,9.5
Chicago Cubs,Seattle Mariners,2013-06-28 21:10:00-04:00,4,5,7.0
Cleveland Indians,Chicago White Sox,2013-06-28 16:10:00-04:00,19,10,9.0
San Francisco Giants,Cincinnati Reds,2013-07-01 18:10:00-04:00,1,8,8.5
San Diego Padres,Miami Marlins,2013-07-01 18:10:00-04:00,0,4,7.5
Detroit Tigers,Toronto Blue Jays,2013-07-01 12:05:00-04:00,3,8,9.0
Milwaukee Brewers,Washington Nationals,2013-07-01 18:05:00-04:00,5,10,7.0
Atlanta Braves,Philadelphia Phillies,2013-07-05 18:05:00-04:00,4,5,7.5
New York Mets,Milwaukee Brewers,2013-07-05 19:10:00-04:00,12,5,9.0
Colorado Rockies,Arizona Diamondbacks,2013-07-05 20:40:00-04:00,0,5,8.5
Minnesota Twins,Toronto Blue Jays,2013-07-05 18:05:00-04:00,0,4,9.0
Chicago White Sox,Tampa Bay Rays,2013-07-05 18:10:00-04:00,3,8,7.5
San Diego Padres,Washington Nationals,2013-07-05 18:05:00-04:00,5,8,8.0
Miami Marlins,St. Louis Cardinals,2013-07-05 19:15:00-04:00,1,4,8.5
Los Angeles Dodgers,San Francisco Giants,2013-07-05 21:15:00-04:00,10,2,6.5
Detroit Tigers,Cleveland Indians,2013-07-05 18:05:00-04:00,7,0,8.5
Houston Astros,Texas Rangers,2013-07-05 19:05:00-04:00,5,10,9.5
Boston Red Sox,Los Angeles Angels,2013-07-05 21:05:00-04:00,6,2,8.5
Seattle Mariners,Cincinnati Reds,2013-07-05 18:10:00-04:00,4,2,8.5
San Diego Padres,Washington Nationals,2013-07-07 12:35:00-04:00,7,11,7.5
Miami Marlins,St. Louis Cardinals,2013-07-07 13:15:00-04:00,2,3,7.0
Minnesota Twins,Toronto Blue Jays,2013-07-07 12:05:00-04:00,5,11,9.5
Chicago White Sox,Tampa Bay Rays,2013-07-07 12:40:00-04:00,1,3,7.5
Houston Astros,Texas Rangers,2013-07-07 14:05:00-04:00,4,5,10.0
New York Mets,Milwaukee Brewers,2013-07-07 13:10:00-04:00,2,1,9.0
Colorado Rockies,Arizona Diamondbacks,2013-07-07 15:10:00-04:00,1,6,8.5
Baltimore Orioles,New York Yankees,2013-07-07 12:05:00-04:00,2,1,8.5
Boston Red Sox,Los Angeles Angels,2013-07-07 19:05:00-04:00,0,3,8.0
Seattle Mariners,Cincinnati Reds,2013-07-07 12:10:00-04:00,3,1,8.5
Washington Nationals,Miami Marlins,2013-07-13 18:15:00-04:00,1,2,7.5
Toronto Blue Jays,Baltimore Orioles,2013-07-13 15:05:00-04:00,7,3,9.5
Kansas City Royals,Cleveland Indians,2013-07-13 18:05:00-04:00,3,5,8.75
Boston Red Sox,Oakland Athletics,2013-07-13 21:05:00-04:00,0,3,8.0
New York Mets,Pittsburgh Pirates,2013-07-13 18:15:00-04:00,2,4,7.5
Colorado Rockies,Los Angeles Dodgers,2013-07-13 18:15:00-04:00,0,1,7.0
Milwaukee Brewers,Arizona Diamondbacks,2013-07-13 21:10:00-04:00,4,5,8.0
Minnesota Twins,New York Yankees,2013-07-13 12:05:00-04:00,4,1,8.5
Houston Astros,Tampa Bay Rays,2013-07-13 15:10:00-04:00,3,4,8.0
Texas Rangers,Detroit Tigers,2013-07-13 18:15:00-04:00,7,1,8.0
Los Angeles Angels,Seattle Mariners,2013-07-13 21:10:00-04:00,0,6,7.0
Chicago White Sox,Philadelphia Phillies,2013-07-13 19:15:00-04:00,1,2,8.5
Chicago White Sox,Philadelphia Phillies,2013-07-13 14:05:00-04:00,5,4,8.5
New York Mets,Pittsburgh Pirates,2013-07-14 12:35:00-04:00,4,2,7.5
Milwaukee Brewers,Arizona Diamondbacks,2013-07-14 15:10:00-04:00,5,1,8.5
San Francisco Giants,San Diego Padres,2013-07-14 15:10:00-04:00,1,10,8.5
Kansas City Royals,Cleveland Indians,2013-07-14 12:05:00-04:00,4,6,8.0
Toronto Blue Jays,Baltimore Orioles,2013-07-14 12:35:00-04:00,4,7,9.0
Boston Red Sox,Oakland Athletics,2013-07-14 15:05:00-04:00,2,3,8.25
Colorado Rockies,Los Angeles Dodgers,2013-07-14 15:10:00-04:00,3,1,7.5
Texas Rangers,Detroit Tigers,2013-07-14 12:05:00-04:00,0,5,8.75
Minnesota Twins,New York Yankees,2013-07-14 12:05:00-04:00,10,4,8.5
Houston Astros,Tampa Bay Rays,2013-07-14 12:40:00-04:00,0,5,8.5
Los Angeles Angels,Seattle Mariners,2013-07-14 15:10:00-04:00,3,4,8.0
Chicago White Sox,Philadelphia Phillies,2013-07-14 12:35:00-04:00,3,4,8.0
Milwaukee Brewers,Colorado Rockies,2013-07-26 19:40:00-04:00,3,8,9.5
Cincinnati Reds,Los Angeles Dodgers,2013-07-26 21:10:00-04:00,1,2,6.5
Texas Rangers,Cleveland Indians,2013-07-26 18:05:00-04:00,8,11,8.0
Los Angeles Angels,Oakland Athletics,2013-07-26 21:05:00-04:00,4,6,7.5
San Diego Padres,Arizona Diamondbacks,2013-07-26 20:40:00-04:00,0,10,8.5
Chicago Cubs,San Francisco Giants,2013-07-26 21:15:00-04:00,3,2,7.0
Houston Astros,Toronto Blue Jays,2013-07-26 18:05:00-04:00,6,12,9.0
Tampa Bay Rays,New York Yankees,2013-07-26 18:05:00-04:00,10,6,8.0
Minnesota Twins,Seattle Mariners,2013-07-26 21:10:00-04:00,3,2,7.0
Philadelphia Phillies,Detroit Tigers,2013-07-26 18:05:00-04:00,1,2,7.5
New York Mets,Washington Nationals,2013-07-26 12:35:00-04:00,11,0,8.25
New York Mets,Washington Nationals,2013-07-27 14:05:00-04:00,1,4,8.5
Milwaukee Brewers,Colorado Rockies,2013-07-27 19:10:00-04:00,7,5,10.0
Chicago Cubs,San Francisco Giants,2013-07-27 20:05:00-04:00,1,0,7.0
Minnesota Twins,Seattle Mariners,2013-07-27 15:10:00-04:00,4,0,8.0
St. Louis Cardinals,Atlanta Braves,2013-07-27 14:05:00-04:00,0,2,8.5
San Diego Padres,Arizona Diamondbacks,2013-07-27 19:10:00-04:00,12,3,8.5
Cincinnati Reds,Los Angeles Dodgers,2013-07-27 20:10:00-04:00,1,4,7.0
Houston Astros,Toronto Blue Jays,2013-07-27 12:05:00-04:00,8,6,9.5
Los Angeles Angels,Oakland Athletics,2013-07-27 14:05:00-04:00,1,3,8.0
Boston Red Sox,Baltimore Orioles,2013-07-27 18:05:00-04:00,7,3,9.0
Kansas City Royals,Chicago White Sox,2013-07-27 18:10:00-04:00,1,0,7.0
Philadelphia Phillies,Detroit Tigers,2013-07-27 18:05:00-04:00,0,10,8.5
New York Mets,Miami Marlins,2013-07-29 18:10:00-04:00,6,5,7.0
Milwaukee Brewers,Chicago Cubs,2013-07-29 19:05:00-04:00,5,0,7.25
Los Angeles Angels,Texas Rangers,2013-07-29 18:05:00-04:00,3,4,8.0
St. Louis Cardinals,Pittsburgh Pirates,2013-07-29 18:05:00-04:00,2,9,7.0
Colorado Rockies,Atlanta Braves,2013-07-29 18:10:00-04:00,8,9,7.5
Chicago White Sox,Cleveland Indians,2013-07-29 18:05:00-04:00,2,3,8.0
Toronto Blue Jays,Oakland Athletics,2013-07-29 21:05:00-04:00,4,9,7.5
St. Louis Cardinals,Pittsburgh Pirates,2013-08-01 18:05:00-04:00,13,0,7.5
Colorado Rockies,Atlanta Braves,2013-08-01 18:10:00-04:00,2,11,8.0
Seattle Mariners,Boston Red Sox,2013-08-01 18:10:00-04:00,7,8,8.5
San Francisco Giants,Philadelphia Phillies,2013-08-01 18:05:00-04:00,2,1,7.5
Chicago White Sox,Cleveland Indians,2013-08-01 11:05:00-04:00,1,6,6.5
Houston Astros,Baltimore Orioles,2013-08-01 18:05:00-04:00,3,6,9.0
Toronto Blue Jays,Los Angeles Angels,2013-08-01 21:05:00-04:00,2,8,8.5
Arizona Diamondbacks,Texas Rangers,2013-08-01 18:05:00-04:00,1,7,9.0
Colorado Rockies,Pittsburgh Pirates,2013-08-02 18:05:00-04:00,4,2,7.0
St. Louis Cardinals,Cincinnati Reds,2013-08-02 18:10:00-04:00,13,3,8.0
Chicago White Sox,Detroit Tigers,2013-08-02 18:05:00-04:00,1,2,8.0
Texas Rangers,Oakland Athletics,2013-08-02 21:05:00-04:00,8,3,7.5
Kansas City Royals,New York Mets,2013-08-02 18:10:00-04:00,2,4,8.0
Arizona Diamondbacks,Boston Red Sox,2013-08-02 18:10:00-04:00,7,6,9.0
Seattle Mariners,Baltimore Orioles,2013-08-02 18:05:00-04:00,8,11,9.0
Houston Astros,Minnesota Twins,2013-08-02 19:10:00-04:00,3,4,8.0
Toronto Blue Jays,Los Angeles Angels,2013-08-02 21:05:00-04:00,5,7,8.5
Cleveland Indians,Miami Marlins,2013-08-02 18:10:00-04:00,0,10,7.0
San Francisco Giants,Tampa Bay Rays,2013-08-02 18:10:00-04:00,4,1,7.0
Los Angeles Dodgers,St. Louis Cardinals,2013-08-05 18:05:00-04:00,3,2,7.0
New York Yankees,Chicago White Sox,2013-08-05 19:10:00-04:00,1,8,7.5
Toronto Blue Jays,Seattle Mariners,2013-08-05 21:10:00-04:00,3,1,7.5
Atlanta Braves,Washington Nationals,2013-08-05 18:05:00-04:00,3,2,7.0
Milwaukee Brewers,San Francisco Giants,2013-08-05 21:15:00-04:00,2,4,7.0
Minnesota Twins,Kansas City Royals,2013-08-05 19:10:00-04:00,0,13,8.5
Texas Rangers,Los Angeles Angels,2013-08-05 21:05:00-04:00,5,2,8.5
Chicago Cubs,Philadelphia Phillies,2013-08-07 18:05:00-04:00,5,2,7.5
Colorado Rockies,New York Mets,2013-08-07 18:10:00-04:00,0,5,6.5
Milwaukee Brewers,San Francisco Giants,2013-08-07 21:15:00-04:00,6,1,6.5
New York Yankees,Chicago White Sox,2013-08-07 19:10:00-04:00,5,6,8.0
